//Nota : Ce fichier d'exportation au format CSV ne doit pas être ouvert par double clic sur le fichier !;;;
//Veuillez ouvrir ce fichier via la commande de menu Fichier > Ouvrir de MS-Excel;;;
$_Languages;;;
7(5) Allemand (Liechtenstein);12(1) Français (France);9(1) Anglais (États-Unis);
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;
1574;Incohérence de la configuration MRRT;Inconsistent MRRT configuration;
17958;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;
1575;Différence à la détermination de longueur de câble;Difference in cable length measurement;
17959;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;
1992;Nom de domaine Sync utilisé plusieurs fois;Sync domain name used more than once;
18376;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;
3264;Erreur de redondance de supports de transmission; @5W%t#PNPNIOC-20110429@;Media redundancy mismatch; @5W%t#PNPNIOC-20110429@;
19648;Aide : erreur de redondance de supports de transmission; @5W%t#PNPNIOC-20110429@;Help: Media redundancy mismatch; @5W%t#PNPNIOC-20110429@;
4960;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;Redundancy manager cannot adopt the configured role;
21344;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;
4961;Anneau ouvert;Ring opened;
21345;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;
4962;Redondance RT plus garantie;RT redundancy not effective;
21346;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;
4963;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;There is more than one redundancy manager in the ring;
21347;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;
6656;Perte de synchronisation; @5W%t#PNPNIOC-20110429@;Sync mismatch; @5W%t#PNPNIOC-20110429@;
23040;Aide : perte de synchronisation; @5W%t#PNPNIOC-20110429@;Help: Sync mismatch; @5W%t#PNPNIOC-20110429@;
8352;L'esclave Sync ne sera pas synchronisé;Sync slave will not be synchronized;
24736;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;
8355;Station non synchrone;Station not synchronized;
24739;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;
10048;Erreur de synchronisme d'horloge; @5W%t#PNPNIOC-20110429@;Isochronous mode mismatch; @5W%t#PNPNIOC-20110429@;
26432;Aide : erreur de synchronisme d'horloge; @5W%t#PNPNIOC-20110429@;Help: Isochronous mode mismatch; @5W%t#PNPNIOC-20110429@;
13440;Erreur Multicast CR; @5W%t#PNPNIOC-20110429@;Multicast CR mismatch; @5W%t#PNPNIOC-20110429@;
29824;Aide : Erreur CR Multicast; @5W%t#PNPNIOC-20110429@;Help: Multicast CR mismatch; @5W%t#PNPNIOC-20110429@;
520;réservé; @5W%t#PNPNIOC-20110429@;Reserved; @5W%t#PNPNIOC-20110429@;
16904;Aide : réservée; @5W%t#PNPNIOC-20110429@;Help: Reserved; @5W%t#PNPNIOC-20110429@;
3912;Erreur fibre optique; @5W%t#PNPNIOC-20110429@;Fiber optics mismatch; @5W%t#PNPNIOC-20110429@;
20296;Aide : erreur fibre optique; @5W%t#PNPNIOC-20110429@;Help: Fiber optics mismatch; @5W%t#PNPNIOC-20110429@;
5608;Réserve système FO critique;FO link power margin critical;
21992;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;
7304;Erreur de fonctionnement du composant réseau; @5W%t#PNPNIOC-20110429@;Network component function mismatch; @5W%t#PNPNIOC-20110429@;
23688;Aide : erreur de fonctionnement du composant réseau; @5W%t#PNPNIOC-20110429@;Help: Network component function mismatch; @5W%t#PNPNIOC-20110429@;
8;Paquets de données rejetés pour surcharge;Data packets discarded due to overload;
16392;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;
10696;Erreur d'horloge; @5W%t#PNPNIOC-20110429@;Time mismatch; @5W%t#PNPNIOC-20110429@;
27080;Aide : erreur de temporisation; @5W%t#PNPNIOC-20110429@;Help: Time mismatch; @5W%t#PNPNIOC-20110429@;
16;Configuration incohérente/Spécification du routeur par défaut;Inconsistent configuration / specification of the standard gateway;
16400;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;
17;Configuration incohérente/Spécification du NameOfStation;Inconsistent configuration/specification of the NameOfStation;
16401;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;
18;Configuration incohérente/Spécification de l'adresse IP;Inconsistent configuration/specification of the IP address;
16402;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;
16160;Défaillance de l'alimentation en tension gauche;Failure of power supply left;
32544;;;
16161;Défaillance de l'alimentation en tension droit;Failure of power supply right;
32545;;;
13416;Erreur de paramétrage: Autre sous-réseau non configuré;Projection fault: Other subnet not projected;
29800;;;
13417;Erreur de paramétrage: Configuration divergente des sous-réseaux;Projection fault: Difference between netsides;
