//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;;
$_Languages;;;;
7(5) Allemand (Liechtenstein);10(1) Espagnol (traditionnel);9(1) Anglais (États-Unis);12(1) Français (France);
 Remedy: Replace defective ring cable;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;
13330;Redundancia RT no garantizada;RT redundancy not effective;Redondance RT plus garantie;
29714;Indica que el anillo para la comunicación RT no está cerrado. Causas posibles:
 - En el anillo se encuentran uno o varios equipos que soportan la redundancia de anillo NRT, pero no la redundancia RT
 - Uno o varios equipos soportan la redundancia RT, pero ;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;
13331;En el anillo se encuentran varios administradores de redundancia;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
29715;Indica que en el anillo se encuentran varios dispositivos que asumen la función de manager de redundancia. El estado del anillo es inestable.
Causas posibles:
 En el anillo se encuentra un dispositivo que sólo soporta la función de manager de redundancia j;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;
15024;Pérdida de sincronización; @5W%t#ErrTextLibExPN@;Sync mismatch; @5W%t#ErrTextLibExPN@;Perte de synchronisation; @5W%t#ErrTextLibExPN@;
31408;Ayuda: Pérdida de sincronización; @5W%t#ErrTextLibExPN@;Help: Sync mismatch; @5W%t#ErrTextLibExPN@;Aide : perte de synchronisation; @5W%t#ErrTextLibExPN@;
408;No se sincroniza el SyncSlave;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
16792;El equipo es un SyncSlave y no se sincroniza.
Causas posibles:
 - El SyncMaster no está disponible (solución: conectar el SyncMaster, comprobar el cable)
 - Entre el SyncMaster y este equipo se encuentran dispositivos no aptos para sincronización (solución;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;
411;Equipo no síncrono;Station not synchronized;Station non synchrone;
16795;La sincronización está fuera del rango de tolerancia; la señal de referencia no es lo suficientemente exacta.
Causas posibles:
 - El equipo se resincroniza; éste es un estado temporal
 - La señal de referencia pierde su precisión necesaria en el tramo de t;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;
2104;Error de modo isócrono; @5W%t#ErrTextLibExPN@;Isochronous mode mismatch; @5W%t#ErrTextLibExPN@;Erreur de synchronisme d'horloge; @5W%t#ErrTextLibExPN@;
18488;Ayuda: Error de modo isócrono; @5W%t#ErrTextLibExPN@;Help: Isochronous mode mismatch; @5W%t#ErrTextLibExPN@;Aide : erreur de synchronisme d'horloge; @5W%t#ErrTextLibExPN@;
5496;Error CR multicast; @5W%t#ErrTextLibExPN@;Multicast CR mismatch; @5W%t#ErrTextLibExPN@;Erreur Multicast CR; @5W%t#ErrTextLibExPN@;
21880;Ayuda: Error CR multicast; @5W%t#ErrTextLibExPN@;Help: Multicast CR mismatch; @5W%t#ErrTextLibExPN@;Aide : Erreur CR Multicast; @5W%t#ErrTextLibExPN@;
8888;Reservado; @5W%t#ErrTextLibExPN@;Reserved; @5W%t#ErrTextLibExPN@;réservé; @5W%t#ErrTextLibExPN@;
25272;Ayuda: Ayuda; @5W%t#ErrTextLibExPN@;Help: Reserved; @5W%t#ErrTextLibExPN@;Aide : réservée; @5W%t#ErrTextLibExPN@;
12280;Error fibra óptica; @5W%t#ErrTextLibExPN@;Fiber optics mismatch; @5W%t#ErrTextLibExPN@;Erreur fibre optique; @5W%t#ErrTextLibExPN@;
28664;Ayuda: Error fibra óptica; @5W%t#ErrTextLibExPN@;Help: Fiber optics mismatch; @5W%t#ErrTextLibExPN@;Aide : erreur fibre optique; @5W%t#ErrTextLibExPN@;
13976;Reserva de sistema de fibra óptica crítica;FO link power margin critical;Réserve système FO critique;
30360;La reserva de sistema FO se encuentra por debajo del umbral de @2D%1d@ dB
Solución: limpiar o sustituir el cableado FO inmediatamente;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;
15672;Error de función del componente de red; @5W%t#ErrTextLibExPN@;Network component function mismatch; @5W%t#ErrTextLibExPN@;Erreur de fonctionnement du composant réseau; @5W%t#ErrTextLibExPN@;
32056;Ayuda: Error de función del componente de red; @5W%t#ErrTextLibExPN@;Help: Network component function mismatch; @5W%t#ErrTextLibExPN@;Aide : erreur de fonctionnement du composant réseau; @5W%t#ErrTextLibExPN@;
1056;Debido a sobrecarga se han rechazado paquetes de datos;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
17440;Como mínimo @2D%1d@ paquetes de datos han sido rechazados por escasez de recursos.
Causas posibles:
 - Elevada reserva de ancho de banda para IRT y carga NRT adicional (solución: reducir la reserva de ancho de banda)
 - Agrupación de pequeñas cargas de com;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;
2752;Error de tiempo; @5W%t#ErrTextLibExPN@;Time mismatch; @5W%t#ErrTextLibExPN@;Erreur d'horloge; @5W%t#ErrTextLibExPN@;
19136;Ayuda: Error de tiempo; @5W%t#ErrTextLibExPN@;Help: Time mismatch; @5W%t#ErrTextLibExPN@;Aide : erreur de temporisation; @5W%t#ErrTextLibExPN@;
1704;Configuración incoherente/especificación del gateway predeterminado;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
18088;Se ha configurado un gateway predeterminado como mínimo para otro interface. Este gateway es distinto de lo especificado para este interface. 
Atención: en este dispositivo no está claro cuál de los gateways predeterminados configurados se utilizará.;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;
1705;Configuración/especificación incoherente del nombre de dispositivo;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
18089;Para otra interfaz de este módulo ya se ha configurado/asignado un nombre de dispositivo idéntico al especificado para esta interfaz.;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;
1706;Configuración/especificación incoherente de la dirección IP;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
18090;Para otra interfaz ya se ha configurado/asignado una dirección IP que se encuentra en la misma subred que la dirección IP de esta interfaz.;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;
8976;;;;
25360;;;;
12368;Cortocircuito;Short circuit;Court-circuit;
28752;Compruebe el estado de las líneas de conexión.;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
15760;Baja tensión;Low voltage;Sous-tension;
32144;Compruebe la fuente de alimentación.;Verify the power supply.;Contrôlez l'alimentation en tension.;
2840;Sobretensión;Overvoltage;Surtension;
19224;Compruebe la fuente de alimentación.;Verify the power supply.;Contrôlez l'alimentation en tension.;
6232;Sobrecarga;Overload;Surcharge;
22616;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
