//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;
$_Languages;;;
7(5) German (Liechtenstein);9(1) English (United States);12(1) French (France);
1000;System error A;System error A;
17384;Help;Help;
1002;System error B;System error B;
17386;Help;Help;
1004;Error in valve;Error in valve;
17388;Help;Help;
1006;Controller error;Controller error;
17390;Help;Help;
1376;Encoder error;Encoder error;
17760;Help;Help;
1378;Error motor or power stage;Error motor or power stage;
17762;Help;Help;
1380;Error without errortext (110);Error without errortext (110);
17764;Help;Help;
1382;Error without errortext (111);Error without errortext (111);
17766;Help;Help;
1752;Error without errortext (112);Error without errortext (112);
18136;Help;Help;
1754;Error without errortext (113);Error without errortext (113);
18138;Help;Help;
1756;Error without errortext (114);Error without errortext (114);
18140;Help;Help;
1758;Subsystem module/channel failure;Subsystem module/channel failure;
18142;Help;Help;
2128;Error without errortext (116);Error without errortext (116);
18512;Help;Help;
2130;Error without errortext (117);Error without errortext (117);
18514;Help;Help;
2132;Error without errortext (118);Error without errortext (118);
18516;Help;Help;
2134;Error without errortext (119);Error without errortext (119);
18518;Help;Help;
2504;Error loading project;Error loading project;
18888;Help;Help;
2506;NE 43 Failure lower current range;NE 43 Failure lower current range;
18890;Help;Help;
2508;NE 43 Failure upper current range;NE 43 Failure upper current range;
18892;Help;Help;
2510;Error without errortext (123);Error without errortext (123);
18894;Help;Help;
2880;Error without errortext (124);Error without errortext (124);
19264;Help;Help;
2882;Error without errortext (125);Error without errortext (125);
19266;Help;Help;
2884;Error without errortext (126);Error without errortext (126);
19268;Help;Help;
2886;Error without errortext (127);Error without errortext (127);
19270;Help;Help;
3256;Switch unit defective;Switch unit defective;
19640;Help;Help;
3258;CBUS asic not ready;CBUS asic not ready;
19642;Help;Help;
3260;CPU Hardware Trap;CPU Hardware Trap;
19644;Help;Help;
3262;CBUS C-manager not ready;CBUS C-manager not ready;
19646;Help;Help;
3632;Watchdog overflow;Watchdog overflow;
20016;Help;Help;
3634;Remanent memory defective;Remanent memory defective;
20018;Help;Help;
3636;Flash system memory defective;Flash system memory defective;
20020;Help;Help;
3638;Number of mod.params.more than 64;Number of mod.params.more than 64;
20022;Help;Help;
4008;Slave not ready;Slave not ready;
20392;Help;Help;
4010;CBUS diagnostic telegram;CBUS diagnostic telegram;
20394;Help;Help;
4012;CBUS init fault (gap);CBUS init fault (gap);
20396;Help;Help;
4014;Order queue full;Order queue full;
20398;Help;Help;
4384;CBUS-EEPROM error;CBUS-EEPROM error;
20768;Help;Help;
4386;CBUS C-timeout error;CBUS C-timeout error;
20770;Help;Help;
4388;CBUS telegram fault;CBUS telegram fault;
20772;Help;Help;
4390;BIU access error;BIU access error;
20774;Help;Help;
4760;Licence error;Licence error;
21144;Help;Help;
4762;Built-in self test failed;Built-in self test failed;
21146;Help;Help;
4764;FPGA defective;FPGA defective;
21148;Help;Help;
4766;IO-Link initialization failed;IO-Link initialization failed;
21150;Help;Help;
5136;IO-Link driver error;IO-Link driver error;
21520;Help;Help;
5138;Application exception;Application exception;
21522;Help;Help;
5140;NETOS fatal error;NETOS fatal error;
21524;Help;Help;
5142;Error without errortext (151);Error without errortext (151);
21526;Help;Help;
5512;Error without errortext (152);Error without errortext (152);
21896;Help;Help;
5514;Error without errortext (153);Error without errortext (153);
21898;Help;Help;
5516;Error without errortext (154);Error without errortext (154);
21900;Help;Help;
5518;Error without errortext (155);Error without errortext (155);
21902;Help;Help;
5888;Error without errortext (156);Error without errortext (156);
22272;Help;Help;
5890;Error without errortext (157);Error without errortext (157);
22274;Help;Help;
5892;Error without errortext (158);Error without errortext (158);
22276;Help;Help;
5894;Error without errortext (159);Error without errortext (159);
22278;Help;Help;
6264;Error without errortext (160);Error without errortext (160);
22648;Help;Help;
6266;Error without errortext (161);Error without errortext (161);
22650;Help;Help;
6268;Error without errortext (162);Error without errortext (162);
22652;Help;Help;
6270;Error without errortext (163);Error without errortext (163);
22654;Help;Help;
6640;Error without errortext (164);Error without errortext (164);
23024;Help;Help;
6642;Error without errortext (165);Error without errortext (165);
23026;Help;Help;
6644;Error without errortext (166);Error without errortext (166);
23028;Help;Help;
6646;Error without errortext (167);Error without errortext (167);
23030;Help;Help;
7016;Error without errortext (168);Error without errortext (168);
23400;Help;Help;
7018;Error without errortext (169);Error without errortext (169);
23402;Help;Help;
7020;Error without errortext (170);Error without errortext (170);
23404;Help;Help;
7022;Error without errortext (171);Error without errortext (171);
23406;Help;Help;
7392;Error without errortext (172);Error without errortext (172);
23776;Help;Help;
7394;Error without errortext (173);Error without errortext (173);
23778;Help;Help;
7396;Error without errortext (174);Error without errortext (174);
23780;Help;Help;
7398;Error without errortext (175);Error without errortext (175);
23782;Help;Help;
7768;Error without errortext (176);Error without errortext (176);
24152;Help;Help;
7770;Error without errortext (177);Error without errortext (177);
24154;Help;Help;
7772;Error without errortext (178);Error without errortext (178);
24156;Help;Help;
7774;Error without errortext (179);Error without errortext (179);
24158;Help;Help;
8144;Error without errortext (180);Error without errortext (180);
24528;Help;Help;
8146;Error without errortext (181);Error without errortext (181);
24530;Help;Help;
8148;Error without errortext (182);Error without errortext (182);
24532;Help;Help;
8150;Error without errortext (183);Error without errortext (183);
24534;Help;Help;
8520;Error without errortext (184);Error without errortext (184);
24904;Help;Help;
8522;Error without errortext (185);Error without errortext (185);
24906;Help;Help;
8524;Error without errortext (186);Error without errortext (186);
24908;Help;Help;
8526;Error without errortext (187);Error without errortext (187);
24910;Help;Help;
8896;Error without errortext (188);Error without errortext (188);
25280;Help;Help;
8898;Error without errortext (189);Error without errortext (189);
25282;Help;Help;
8900;Error without errortext (190);Error without errortext (190);
25284;Help;Help;
8902;Error without errortext (191);Error without errortext (191);
25286;Help;Help;
9272;Error without errortext (192);Error without errortext (192);
25656;Help;Help;
9274;Error without errortext (193);Error without errortext (193);
25658;Help;Help;
9276;Error without errortext (194);Error without errortext (194);
25660;Help;Help;
9278;Error without errortext (195);Error without errortext (195);
25662;Help;Help;
9648;Error without errortext (196);Error without errortext (196);
26032;Help;Help;
9650;Error without errortext (197);Error without errortext (197);
26034;Help;Help;
9652;Error without errortext (198);Error without errortext (198);
26036;Help;Help;
9654;Error without errortext (199);Error without errortext (199);
26038;Help;Help;
10024;Fault param.transfer module n;Fault param.transfer module n;
26408;Help;Help;
10026;Invalid field bus address;Invalid field bus address;
26410;Help;Help;
10028;Protokoll Asic not ready;Protokoll Asic not ready;
26412;Help;Help;
10030;MMI serves CBUS module;MMI serves CBUS module;
26414;Help;Help;
10400;Invalid setting switch unit;Invalid setting switch unit;
26784;Help;Help;
10402;Module set to default values;Module set to default values;
26786;Help;Help;
10404;Fault in param. operating mode;Fault in param. operating mode;
26788;Help;Help;
10406;Fault in param. max pos cont.outputcurr.;Fault in param. max pos cont.outputcurr.;
26790;Help;Help;
10776;Fault in param. max neg cont.outputcurr.;Fault in param. max neg cont.outputcurr.;
27160;Help;Help;
10778;Fault in param. CNT-function input DI;Fault in param. CNT-function input DI;
27162;Help;Help;
10780;Fault in param. POS-function input DI;Fault in param. POS-function input DI;
27164;Help;Help;
10782;Fault in param. encoder type;Fault in param. encoder type;
27166;Help;Help;
11152;Fault in param. reference mode;Fault in param. reference mode;
27536;Help;Help;
11154;Fault in param. SSI-parity;Fault in param. SSI-parity;
27538;Help;Help;
11156;Fault in param. SSI-telegram cycle;Fault in param. SSI-telegram cycle;
27540;Help;Help;
11158;Fault in param. time base pulse output;Fault in param. time base pulse output;
27542;Help;Help;
11528;Fault in object limit;Fault in object limit;
27912;Help;Help;
11530;Fault in object count limit;Fault in object count limit;
27914;Help;Help;
11532;Fault in object comp value;Fault in object comp value;
27916;Help;Help;
11534;Fault in reference mode;Fault in reference mode;
27918;Help;Help;
11904;Invalid object address;Invalid object address;
28288;Help;Help;
11906;Fault in pulse output settings;Fault in pulse output settings;
28290;Help;Help;
11908;Pulse output debounce time out of range;Pulse output debounce time out of range;
28292;Help;Help;
11910;Fault in speed factor;Fault in speed factor;
28294;Help;Help;
12280;Fault in phys. characteristic input;Fault in phys. characteristic input;
28664;Help;Help;
12282;Fault in function DIR;Fault in function DIR;
28666;Help;Help;
12284;Fault in pulse per rotation;Fault in pulse per rotation;
28668;Help;Help;
12286;Fault in pulse per rotation between AB&0;Fault in pulse per rotation between AB&0;
28670;Help;Help;
12656;Error without errortext (228);Error without errortext (228);
29040;Help;Help;
12658;Error without errortext (229);Error without errortext (229);
29042;Help;Help;
12660;Not enough memory;Not enough memory;
29044;Help;Help;
12662;Firmware/boot loader active;Firmware/boot loader active;
29046;Help;Help;
13032;Error without errortext (232);Error without errortext (232);
29416;Help;Help;
13034;Error without errortext (233);Error without errortext (233);
29418;Help;Help;
13036;Error without errortext (234);Error without errortext (234);
29420;Help;Help;
13038;Error without errortext (235);Error without errortext (235);
29422;Help;Help;
13408;Error without errortext (236);Error without errortext (236);
29792;Help;Help;
13410;Error without errortext (237);Error without errortext (237);
29794;Help;Help;
13412;Error without errortext (238);Error without errortext (238);
29796;Help;Help;
13414;Error without errortext (239);Error without errortext (239);
29798;Help;Help;
13784;Error without errortext (240);Error without errortext (240);
30168;Help;Help;
13786;Error without errortext (241);Error without errortext (241);
30170;Help;Help;
13788;Error without errortext (242);Error without errortext (242);
30172;Help;Help;
13790;Error without errortext (243);Error without errortext (243);
30174;Help;Help;
14160;Error without errortext (244);Error without errortext (244);
30544;Help;Help;
14162;Error without errortext (245);Error without errortext (245);
30546;Help;Help;
14164;Error without errortext (246);Error without errortext (246);
30548;Help;Help;
14166;Error without errortext (247);Error without errortext (247);
30550;Help;Help;
14536;Error without errortext (248);Error without errortext (248);
30920;Help;Help;
14538;Error without errortext (249);Error without errortext (249);
30922;Help;Help;
14540;Error without errortext (250);Error without errortext (250);
30924;Help;Help;
14542;Error without errortext (251);Error without errortext (251);
30926;Help;Help;
14912;Error without errortext (252);Error without errortext (252);
31296;Help;Help;
14914;Error without errortext (253);Error without errortext (253);
31298;Help;Help;
14916;Undervoltage electronics and sensors;Undervoltage electronics and sensors;
